data/redaction10/w0.png,ué
data/redaction10/w1.png,um
data/redaction10/w10.png,ceu
data/redaction10/w100.png,ver
data/redaction10/w101.png,mais
data/redaction10/w102.png,de
data/redaction10/w103.png,pr-
data/redaction10/w104.png,to
data/redaction10/w105.png,Vejo
data/redaction10/w106.png,que
data/redaction10/w107.png,era
data/redaction10/w108.png,um
data/redaction10/w109.png,diamante
data/redaction10/w11.png,um
data/redaction10/w110.png,mais
data/redaction10/w111.png,meu
data/redaction10/w112.png,braço
data/redaction10/w113.png,não
data/redaction10/w114.png,cabio
data/redaction10/w115.png,no
data/redaction10/w116.png,buraco
data/redaction10/w117.png,então
data/redaction10/w118.png,eu
data/redaction10/w119.png,pedi
data/redaction10/w12.png,raio
data/redaction10/w120.png,para
data/redaction10/w121.png,o
data/redaction10/w122.png,Rafael
data/redaction10/w123.png,pegar
data/redaction10/w124.png,mais
data/redaction10/w125.png,quando
data/redaction10/w126.png,ele
data/redaction10/w127.png,p
data/redaction10/w128.png,conseguiu
data/redaction10/w129.png,pegar
data/redaction10/w13.png,muito
data/redaction10/w130.png,ele
data/redaction10/w131.png,falou
data/redaction10/w132.png,que
data/redaction10/w133.png,queria
data/redaction10/w134.png,comer
data/redaction10/w135.png,algo
data/redaction10/w136.png,então
data/redaction10/w137.png,ele
data/redaction10/w138.png,falou
data/redaction10/w139.png,queria
data/redaction10/w14.png,forte
data/redaction10/w140.png,uma
data/redaction10/w141.png,pizza
data/redaction10/w142.png,e
data/redaction10/w143.png,uma
data/redaction10/w144.png,pizza
data/redaction10/w145.png,apareceu
data/redaction10/w146.png,na
data/redaction10/w147.png,frente
data/redaction10/w148.png,te
data/redaction10/w149.png,dele
data/redaction10/w15.png,que
data/redaction10/w150.png,e
data/redaction10/w151.png,foi
data/redaction10/w152.png,ai
data/redaction10/w153.png,que
data/redaction10/w154.png,descobrimos
data/redaction10/w155.png,que
data/redaction10/w156.png,o
data/redaction10/w157.png,diamante
data/redaction10/w158.png,era
data/redaction10/w159.png,poderoso
data/redaction10/w16.png,acabou
data/redaction10/w160.png,","
data/redaction10/w161.png,então
data/redaction10/w162.png,neste
data/redaction10/w163.png,mesmo
data/redaction10/w164.png,dia
data/redaction10/w165.png,fizemos
data/redaction10/w166.png,tudo
data/redaction10/w167.png,oque
data/redaction10/w168.png,desejamos
data/redaction10/w169.png,e
data/redaction10/w17.png,com
data/redaction10/w170.png,o
data/redaction10/w171.png,diamante
data/redaction10/w172.png,que
data/redaction10/w173.png,achavamos
data/redaction10/w174.png,seria
data/redaction10/w175.png,muito
data/redaction10/w176.png,importante
data/redaction10/w177.png,para
data/redaction10/w178.png,nos
data/redaction10/w179.png,então
data/redaction10/w18.png,a
data/redaction10/w180.png,nunca
data/redaction10/w181.png,contariamos
data/redaction10/w182.png,pra
data/redaction10/w183.png,ninguém
data/redaction10/w19.png,energia
data/redaction10/w2.png,dia
data/redaction10/w20.png,da
data/redaction10/w21.png,cidade
data/redaction10/w22.png,der
data/redaction10/w23.png,que
data/redaction10/w24.png,ele
data/redaction10/w25.png,dava
